"country","Q.balance","UV.balance","prod_diversity","prod_ratio","energy_adequacy","polyunsatFA","calories","protein","vitaminA","iron","zinc","calories_percentseafood","protein_percentseafood","polyunsatFA_percentseafood","vitaminA_percentseafood","zinc_percentseafood","iron_percentseafood","Q.balance_norm","UV.balance_norm","prod_diversity_norm","prod_ratio_norm","energy_adequacy_norm","polyunsatFA_norm","calories_norm","protein_norm","vitaminA_norm","iron_norm","zinc_norm","calories_percentseafood_norm","protein_percentseafood_norm","polyunsatFA_percentseafood_norm","vitaminA_percentseafood_norm","zinc_percentseafood_norm","iron_percentseafood_norm","mean_reliance","mean_econ","mean_nutrition","econ_opportunity","mean_malnutrition","mariculture_opportunity"
"Georgia",0.384167365576368,0.203553180843647,NA,NA,110,16.231,3070.5839,97.3936,328.3433,23.5751,17.3103,0.00448955438084594,0.0216887043912536,0.00617962688682151,0.0103039850363933,0.00400973813278799,0.00424607492651145,0.0267512714154148,0.0481519199558799,NA,NA,0.79136690647482,0.527107675650327,0.798123134961248,0.913962168113274,0.221883505370049,0.757826392755243,1,0.264517458534463,0.197432063861525,0.308084160969798,0.579553305266846,0.107288938761229,0.118185395179729,0.262510220428932,0.0374515956856473,0.555616554558974,0.962548404314353,0.444383445441026,0.556480690061437
"Germany",0.641893497699024,0.760821033923862,0.0365942980334709,0.0346846149878797,138,29.4277,3846.2861,98.0915,960.3207,12.7309,12.1866,0.00312731026430925,0.0212123170713059,0.00244270534224557,0.00266248452209767,0.00795811793281145,0.00750349935982531,0.0446978809638713,0.17997750452444,0.0523031209713555,0.0126412341132721,0.992805755395683,0.955675346357904,0.99974793722128,0.920511409512363,0.64895285877744,0.409237374328326,0.716837740066468,0.184256185133446,0.193095514749229,0.121780625213321,0.149752906235162,0.212936106866007,0.208852658612973,0.178445666135023,0.0724049351432346,0.722433921192738,0.927595064856765,0.277566078807262,0.461202269933017
"Ghana",0.0257735171657234,2.36382328976048,0,9.77708251857646e-05,134,11.595,3256.5864,65.3372,858.7975,25.0868,13.1611,0.0116840351602525,0.104882856932957,0.0335473385079776,0.00762529141037323,0.014218629141941,0.0153116746655612,0.00179472390111976,0.559178831628382,0,3.56337785802996e-05,0.964028776978417,0.376551875988266,0.846469932588445,0.613138121708722,0.580346849480511,0.806420297253128,0.77415958354166,0.688404911454697,0.954747620439576,1,0.428888709067028,0.380449191632783,0.426185677957305,0.646446018425231,0.14025229732702,0.542672882660717,0.85974770267298,0.457327117339283,0.654506946145831
"Greece",1.20849495733126,1.21668227086559,0.63338507452141,0.650103631212327,138,29.9257,3884.5403,115.371,907.5957,16.277,13.3507,0.00526437838732166,0.0287957979041527,0.00423342478204353,0.00515526131293923,0.0123111297534961,0.0135397247650058,0.0841528445791476,0.287814649103709,0.905278088511053,0.23693825642623,0.992805755395683,0.971848078935925,1,1,0.613323053568576,0.523227481320422,0.785312196700097,0.310168866139382,0.26212786657044,0.211056613269976,0.289960507791462,0.329410051844457,0.376865163632825,0.29659817820809,0.378545959655035,0.786356088866775,0.621454040344965,0.213643911133225,0.37723204322876
"Greenland",116.753396029258,0.655235915456951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.155000610761939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57750030538097,NA,0.42249969461903,NA,NA
"Grenada",NA,NA,NA,NA,NA,15.9777,2408.8593,64.2921,368.4729,15.6457,7.4202,0.0231197554792843,0.133615200001244,0.0256379188493963,0.034542877101681,0.0368185048920514,0.0233933099829346,NA,NA,NA,NA,NA,0.51888166528484,0.626124020319574,0.603330681980699,0.24900175726402,0.502934214197636,0.436469515602482,1,1,1,1,0.985156183727317,0.651130192647478,0.939381062729132,NA,0.138487725965625,NA,0.861512274034375,NA
"Guadeloupe",NA,NA,0,0.00347141865308956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00126520118254792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00063260059127396,NA,0.999367399408726,NA,NA
"Guam",NA,NA,0.375,0.00154344806297268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535976133394298,0.000562528611389573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.268269331002844,NA,0.731730668997156,NA,NA
"Guatemala",1.54280518511611,0.952006384007326,0,0.273516783762685,118,20.4056,2527.8026,63.2436,2965.6509,28.3422,11.5796,0.000418840854107833,0.00314451422752658,0.000355878141294547,1.22015709940776e-05,0.000633871636325953,0.000435179343875917,0.107432343156556,0.225203728137359,0,0.0996865526303678,0.848920863309353,0.662679341152752,0.657040420121786,0.593491335932635,1,0.911065793517212,0.681132907855651,0.024677442093514,0.0286244822458304,0.017742239228397,0.000686284071074405,0.0169605627400334,0.0121127967876644,0.0168006345277523,0.108080655981071,0.646217111925146,0.891919344018929,0.353782888074854,0.420834288873845
"Guinea",NA,NA,NA,NA,116,12.5295,2492.6251,45.063,1246.2776,16.5491,7.2391,0.0045160822620297,0.0485793222821383,0.00772627798395786,0.00154666183521232,0.00912226658009974,0.00797196222151053,NA,NA,NA,NA,0.834532374100719,0.406900106097023,0.647896889935199,0.422880735301791,0.84219304171022,0.531974191258819,0.425816887738596,0.266080439426502,0.442217095412326,0.385192166728274,0.0869928455409658,0.244085341252801,0.221891869977239,0.274409959723018,NA,0.319128912089498,NA,0.680871087910502,NA
"Guyana",16.8293487221764,1.24893817921975,0.561478981956105,0.0206148751454399,115,5.8882,2482.1288,72.3709,355.7086,27.3575,10.8929,NA,NA,NA,NA,NA,NA,1,0.295445008456171,0.802504889949334,0.00751334454830891,0.827338129496403,0.191221453746797,0.645168633637922,0.679143852083802,0.240376066934432,0.879412411391746,0.640739978235934,NA,NA,NA,NA,NA,NA,NA,0.526365810738453,0.316813292306207,0.473634189261547,0.683186707693793,NA
"Haiti",NA,NA,NA,NA,92,14.2612,1950.0236,47.7101,1184.4689,18.7248,7.8391,0.00327423729641016,0.0259559569147832,0.00286333856898438,0.000537087128247943,0.00363686647701905,0.00357283549089977,NA,NA,NA,NA,0.661870503597122,0.463137698477262,0.50686090970529,0.447721682296384,0.800424773503237,0.601912511041877,0.461109967353901,0.192912893979017,0.236276821830493,0.142751217307191,0.0302087609107522,0.0973119769455764,0.0994464256312769,0.133151349434051,NA,0.274585503757129,NA,0.725414496242871,NA
"Honduras",2.27068458630827,3.60633900198468,0,3.49006673314413,118,13.7472,2621.9446,65.2542,4571.009,26.8051,10.8536,0.000885742971075743,0.00666507289952218,0.0012100740514432,3.38010710545527e-05,0.00156792216407459,0.00122962346717602,0.158117802578044,0.853104560870112,0,1,0.848920863309353,0.446445360033281,0.681510328979031,0.612359232131241,1,0.861655400844262,0.638428281521132,0.052186577942636,0.0606720933902739,0.0603280190985696,0.00190115983107856,0.041953040191881,0.0342253817715514,0.0418777120376651,0.502805590862039,0.576432479385995,0.497194409137961,0.423567520614005,0.320879880596544
"Iceland",12.2482763679038,1.61496844659372,0.551892433235631,0.075840492817915,133,19.4106,3014.8516,104.5555,1253.441,12.8215,12.9869,0.0420178558705841,0.193388009239112,0.0453689530462737,0.021210659297087,0.0865662321262195,0.0704331006512499,0.852901612288749,0.382032012712119,0.788803126440545,0.0276409994838406,0.956834532374101,0.630366351363332,0.783636887575335,0.98117095443815,0.847033829697573,0.412149729787417,0.76391282609335,1,1,1,1,1,1,1,0.512844437731313,0.651687587691182,0.487155562268687,0.348312412308818,0.611822658192502
"India",32.6163250883392,0.940443459007235,0.546468812970801,2.15658497699834,108,13.3527,2510.9233,66.1682,317.7054,21.9702,11.5156,0.000774070239421491,0.00548108305802485,0.00109055891317861,0.00175587855919352,0.00155847459098961,0.00254986754786028,1,0.222468437847359,0.781051310391098,0.785993893515265,0.776978417266187,0.433633827900692,0.652653059192827,0.620936401695314,0.214694765591359,0.706236555268535,0.677368312696685,0.0456069968397075,0.0498942454478138,0.0543696138793227,0.0987603552444589,0.0417002505940097,0.0709731008085218,0.0602174271356391,0.697378410438431,0.31130997004435,0.302621589561569,0.68869002995565,0.350509682217619
"Indonesia",4.57918027561483,2.73796980340019,0.378279188135726,27.1650622065617,117,9.6671,2828.3075,59.684,201.1079,15.5995,7.2072,0.0116814950283871,0.0839075464110985,0.0257188670852686,0.0410029193283804,0.0280399184149184,0.0157973140164749,0.318868559356417,0.647685790359669,0.540662977601389,1,0.841726618705036,0.313942616676685,0.735149314283322,0.560087295691633,0.1359020446271,0.501449105784722,0.423940472339049,0.68825525089412,0.763809573990987,1,1,0.75026672317783,0.439702980312051,0.773672421395831,0.626804331829368,0.161133498828146,0.373195668170632,0.838866501171854,0.661911530246105
"Iran",0.918775885872066,3.31363238258089,0.010826667490474,0.161653301667465,126,25.065,3352.2789,101.1076,619.7117,27.3842,16.8412,0.00241358945402783,0.0118397627873671,0.00248892200279274,0.00296585476762824,0.00244598959694084,0.00204321944771072,0.0639784252783333,0.783862775260711,0.0154742276775733,0.0589165320784418,0.906474820143885,0.813995064393781,0.871342855973564,0.948815130652627,0.418780600410704,0.880270688331677,0.990629687362136,0.142204881412914,0.107777244807829,0.124084748317883,0.166816132539924,0.0654475727307214,0.056871040206772,0.110533603336007,0.230557990073765,0.771555072664556,0.769442009926235,0.228444927335444,0.369473513532562
"Iraq",NA,NA,NA,NA,115,20.1084,2628.8807,73.1126,181.7944,19.7753,12.8702,0.000669193546896213,0.00434357415821623,0.000516167372839211,0.00216674991088834,0.000648474771176827,0.000454895753793874,NA,NA,NA,NA,0.827338129496403,0.653027662192535,0.683313198419076,0.686104121958718,0.122850622286627,0.635681047573616,0.757048322108173,0.0394278276364915,0.0395395130627556,0.0257334293629088,0.12187004038794,0.017351300186932,0.0126615840177555,0.0427639491091306,NA,0.38579514145146,NA,0.61420485854854,NA
"Ireland",2.16565622603049,1.02086302398305,0.677426791361587,0.216539280254868,145,24.0195,4337.373,134.1735,1344.0272,15.0102,16.968,0.00640742564681433,0.0346542782293076,0.00703056183517559,0.00448661678870785,0.0137342037953795,0.0178755039906197,0.150804213700208,0.241492244989811,0.968225579444505,0.0789204013761651,1,0.780042068589923,1,1,0.908248977362082,0.482505937219131,0.998088291520837,0.377515406668158,0.315457555648314,0.350507366189941,0.252352228790844,0.367487377264749,0.497547391351365,0.360144554318895,0.359860609877672,0.860711425353114,0.640139390122328,0.139288574646886,0.379857506362703
"Israel",0.000399311531841652,201.668675824566,0.368794733297971,0.0374897827227366,155,40.7722,3733.45,106.4939,846.9955,16.7195,12.9053,0.0056380666675595,0.0339695982586796,0.00323342718813309,0.00536368847296119,0.00912588548890766,0.00821362839797841,2.78058266390605e-05,1,0.527107133784608,0.0136636119622323,1,1,0.970418954590712,0.999361310546465,0.572371449554953,0.53745173397658,0.759112967265669,0.33218598984198,0.309224920574904,0.16120191729331,0.30168360803583,0.244182172734713,0.228618414624179,0.262849503850819,0.38519963789337,0.773769013436935,0.61480036210663,0.226230986563065,0.367960284173505
"Italy",0.131444257745231,0.948099000144163,0.530596457813052,0.761499913812209,141,33.4388,3916.764,105.9956,811.5075,15.0093,12.7123,0.00671125449478192,0.0404849823954957,0.00422587533045444,0.00772102537561267,0.0209204471260118,0.0276459794927145,0.00915304455823542,0.224279409321823,0.758365434270268,0.277538000381451,1,1,1,0.994685157818043,0.548389836899625,0.482477006535763,0.747760359989412,0.395416522876198,0.368534398622887,0.210680236750615,0.434273318592843,0.559770363108369,0.769499141684149,0.45636233027251,0.317333972132944,0.756546352628228,0.682666027867056,0.243453647371772,0.460827335170446
"Jamaica",0.0406987149658159,2.33877202007225,NA,0,115,15.6182,2798.8029,69.7803,1062.4289,18.6477,7.9662,0.0134770830057379,0.0874639289312313,0.0156232517191482,0.00918153572441412,0.0286939356280284,0.0177033837953206,0.00283403138284716,0.55325277963636,NA,0,0.827338129496403,0.507206770984039,0.72748031561249,0.654833113054602,0.717954191659902,0.599434115833313,0.46858621805241,0.79404846065459,0.796183289274507,0.778894338714588,0.516420526399794,0.76776632300266,0.492756591930275,0.691011588329402,0.185362270339736,0.421994653824304,0.814637729660264,0.578005346175696,0.694551554721787
"Japan",0.176252898124624,0.616327282797733,0.827265931349902,2.5981976571123,111,22.2349,2456.4073,77.5564,654.063,21.9484,12.891,0.0244060502507056,0.125866208333548,0.0167807365897755,0.0224757859716877,0.0710612054922039,0.0834490441216672,0.0122732682106179,0.145796503227808,1,0.946945061018807,0.798561151079137,0.722086529315351,0.63848295922404,0.727805682252841,0.441994068929837,0.705535789826943,0.758271815534837,1,1,0.836600533883575,1,1,1,0.972766755647263,0.526253708114308,0.498334537364905,0.473746291885692,0.501665462635095,0.649392836722683
"Jordan",0,NA,0,0.0139541215710299,138,28.2426,3258.2758,91.9799,311.8405,23.1349,15.8381,0.00329937999723658,0.0183232173550961,0.0027153743635501,0.00853750234494878,0.003479027787424,0.0030847031973339,0,NA,0,0.00508575106530921,0.992805755395683,0.91718878937354,0.846909050771864,0.863158860816749,0.210731460810526,0.743676074067693,0.931625540425282,0.194394262230546,0.166796068300825,0.135374489080767,0.480196514771962,0.0930886723452978,0.0858597346252217,0.19261829022577,0.00169525035510307,0.686180916724209,0.998304749644897,0.313819083275791,0.501580707715486
"Kenya",0.965191447041273,4.91249888534522,NA,0,100,9.025,2164.0179,60.3132,921.9886,18.3663,13.5637,9.53051266350431e-05,0.000675540346060232,0.000149441772853186,3.55991386444474e-05,0.000114305831004814,0.000138846692039224,0.0672105459267735,1,NA,0,0.719424460431655,0.293090183768357,0.56248349066777,0.56599184174165,0.623049297729613,0.590388455500109,0.79784123996353,0.00561522764717166,0.00614943716039515,0.0074503920781201,0.00200229313155756,0.00305849182579907,0.00386466358980055,0.00469008423880735,0.355736848642258,0.329681678585592,0.644263151357742,0.670318321414408,0.439757185670319
"Kiribati",0.164451827242525,5.50248561328894,0.00111607108063438,0.0939639568741638,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0114515074926404,1,0.00159516656637763,0.0342463186479302,0.956834532374101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261823248176737,1,0.738176751823263,0,NA
"North Korea",NA,NA,0.210894704891908,58.1183786273607,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301425409283457,1,0.633093525179856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.650712704641729,0.403251509688442,0.349287295358271,0.596748490311558,NA
"South Korea",0.446017191356688,1.23806300506344,0.806260787349353,3.24196729695796,133,30.6849,3256.6981,96.1283,1242.7925,32.2177,17.4518,0.021278822252514,0.118237917449908,0.0141046736342631,0.0111969536346574,0.0553713714344652,0.0607041160604264,0.031058148117352,0.29287241040926,1,1,0.956834532374101,0.996503377275752,0.846498966269686,0.902088324951981,0.839837926790667,1,1,1,1,0.703185907814549,0.629778815183212,1,1,0.88882745383296,0.580982639631653,0.958900273354549,0.419017360368347,0.0410997266454514,0.449648180282253
"Kuwait",NA,NA,0.0133773197746261,0.00707344955701629,142,33.0088,3972.303,108.0437,586.3707,31.1461,17.4215,0.00482222781091976,0.0275109053096108,0.00375658915198371,0.00788327759214436,0.00923003185718796,0.00727577449504111,NA,NA,0.0191197976746218,0.00257800560478788,1,1,1,1,0.39624985910262,1,1,0.284118051996589,0.250431501854293,0.187284060703611,0.443399283745712,0.246968826864882,0.202514156913738,0.269119313679804,0.0108489016397048,0.920582684645603,0.989151098360295,0.0794173153543969,0.445895909131499
"Latvia",1.69363984426746,0.713000339211115,NA,NA,132,26.8778,3587.8771,95.212,1315.3406,15.01,12.4923,0.0111763917442992,0.0642745662311473,0.0107469361331657,0.00720419334733528,0.0186013784491247,0.0217814523650899,0.117935627056675,0.168665186758148,NA,NA,0.949640287769784,0.872866409007108,0.932580842004568,0.893489571700821,0.888863525107846,0.482499508178383,0.734819564130467,0.658495362568819,0.585090747510816,0.535786522749976,0.405203816919656,0.497718825322628,0.606265692412447,0.548093494580724,0.143300406907411,0.751660936010713,0.856699593092589,0.248339063989287,0.5510440505542
"Lebanon",0.0164237468894419,1.31303734547874,0,0.000199115925291705,129,33.9161,3280.37,88.3715,465.9129,22.0438,15.1366,0.00413521645424144,0.0261936823523421,0.00245157019822444,0.00731624516084444,0.00650444617681646,0.00447759914352335,0.00114365807735482,0.310608111828711,0,7.25702455735146e-05,0.928057553956835,1,0.852651897325726,0.829296871041036,0.314848475510616,0.708602442264,0.890362048175053,0.243640427128479,0.238440834162579,0.122222580976409,0.411506232795747,0.174040075543524,0.124629648179219,0.219079966464326,0.0779560850379097,0.690848062359491,0.92204391496209,0.309151937640509,0.483425273022308
"Liberia",NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.755395683453237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628689828250586,NA,0.371310171749414,NA
"Libya",NA,NA,NA,0,NA,9.9893,2623.6676,50.4714,490.8367,11.0093,7.4816,0.00136603051392638,0.0112828255209881,0.00254651697316128,0.00166350111961881,0.00236218188622754,0.00205482001580482,NA,NA,NA,0,NA,0.324406179802465,0.681958180660119,0.473634306275898,0.331691152401364,0.353896191564841,0.440081174083115,0.0804843619593816,0.102707450321306,0.126956134964205,0.0935645353506491,0.0632051219659414,0.0571939308170979,0.0873519225630968,0,0.0367766333381805,1,0.96322336666182,0.683525096408305
"Lithuania",0.900345406098885,1.30881520492681,NA,NA,138,22.8476,4059.9858,130.7735,1479.1042,14.8009,15.0424,0.0191311011481863,0.0859842926892681,0.0266144483884522,0.0119753799630885,0.0261515112615008,0.039288250917174,0.0626950295219317,0.309609335130374,NA,NA,0.992805755395683,0.741984186444977,1,1,0.999529531144876,0.475777946075778,0.884821034675451,1,0.782714175041344,1,0.673561832137873,0.699738436110262,1,0.859335740548246,0.186152182326153,0.841233956036907,0.813847817673847,0.158766043963093,0.610649867395062
"Madagascar",1.23861033961896,3.12646588555779,0.460932602266838,0.239892727907276,98,4.8228,2158.4905,43.6091,330.7408,12.2733,7.6555,0.00216098240877132,0.020303193599501,0.00751655884548395,0.00286760810882721,0.00335257004767814,0.00667099068710127,0.0862499117367094,0.739587239276818,0.658796997115605,0.0874318523243534,0.705035971223022,0.15662219814715,0.56104677831603,0.409237029799377,0.223503656303918,0.394527729095653,0.450310284991618,0.127321672980418,0.184819772680663,0.374736657682278,0.161290195182828,0.0897050307591967,0.185680583654493,0.18725898548998,0.393016500113371,0,0.606983499886629,1,0.59808082845887
"Malaysia",0.778442890710069,1.18143008691506,0.62381834860933,1.60796691446492,122,13.7983,2890.9969,73.8039,370.7178,13.8758,7.0539,0.0260581393221141,0.163113466903511,0.0359669669452034,0.0525104810181761,0.0755967620748806,0.0510421020769974,0.0542064186517829,0.279475499929913,0.891604657141454,0.586043299579649,0.877697841726619,0.448104851267692,0.751443889545324,0.692591427560079,0.250518786182245,0.446040418093378,0.414923090497338,1,1,1,1,1,1,1,0.4528324688257,0.258333549258292,0.5471675311743,0.741666450741708,0.762944660638669
"Maldives",14.3023765996344,0.484874978519487,NA,NA,119,11.2899,2654.7639,104.1913,458.1596,21.0728,12.0148,0.118372217582136,0.450663596672659,0.210947873763275,0.165148426443536,0.130006367147185,0.103517154815687,0.995937689106597,0.114700546842415,NA,NA,0.856115107913669,0.366643641631731,0.690040902790492,0.977753224509009,0.309609052680348,0.677389449429808,0.706732154936619,1,1,1,1,1,1,1,0.555319117974506,0.443442825915328,0.444680882025494,0.556557174084672,0.667079352036722
"Malta",0.345968244084682,4.45959479854558,0.564853815559148,0.0406787232986416,133,21.3706,3542.3711,98.8974,640.5476,15.5404,11.5997,0.0131528568534223,0.070724811774627,0.0145217588649827,0.0173249497773468,0.0309573523453193,0.0385254884044169,0.0240912977726215,1,0.807328437323755,0.014825860538652,0.956834532374101,0.694018069943496,0.920752671023946,0.928074145783355,0.432860810147098,0.499549324243527,0.682315226022764,0.774945567466164,0.643807269581003,0.723979615219954,0.974451328450104,0.82832877609326,1,0.824252092801747,0.461561398908757,0.583038122328077,0.538438601091243,0.416961877671923,0.593217523854971
"Marshall Islands",NA,NA,0,0.000102970965563808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.75290336368628e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87645168184314e-05,NA,0.999981235483182,NA,NA
"Martinique",NA,NA,0,0.00236245695523344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000861026465597779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043051323279889,NA,0.999569486767201,NA,NA
"Mauritania",111.621621621622,1.95402355768355,NA,NA,126,15.1647,2672.5446,69.4719,1299.7239,27.3891,21.3209,0.00318177515166632,0.0228628855695612,0.0051822744267938,0.00120559658862932,0.00204919585946184,0.00403338809964548,1,0.462237856227627,NA,NA,0.906474820143885,0.492479192220721,0.694662560588478,0.651939022142611,0.878310277521212,0.880428199830016,1,0.187465170337974,0.208120623638941,0.258361337655971,0.0678094431708457,0.0548305255342693,0.112265462743838,0.148142093846973,0.731118928113814,0.685706543672616,0.268881071886186,0.314293456327384,0.243772207353514
"Mauritius",0.339288364499852,2.66402931102801,0.245182704485376,0.0173521525775282,129,30.4407,2801.0559,76.4262,362.2522,18.0121,11.1805,0.0111390493849123,0.0737813734033617,0.00779380237642367,0.0137331395088836,0.0200912302669827,0.0201389621421156,0.0236261482367467,0.630194652881751,0.35043220780061,0.00632420521831949,0.928057553956835,0.988572892746529,0.728065927822295,0.717199646102605,0.244798014651165,0.579002624334434,0.657657127731537,0.65629520968887,0.671631120180599,0.388558582885565,0.772427984508226,0.537582929948914,0.560548563195289,0.597840731734577,0.252644303534357,0.511663047458207,0.747355696465643,0.488336952541793,0.611177793580671
"Mayotte",NA,NA,0,0.00693842150910668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00252879297359448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00126439648679724,NA,0.998735603513203,NA,NA
"Mexico",1.39919534389095,1.18245218684734,0.422776498808738,0.36356304230114,129,25.8414,3066.8173,86.1759,1445.3718,44.7473,28.4892,0.00382667725266843,0.0259924178337563,0.00299876167699892,0.000606433583386641,0.00327545877034104,0.00364147110551922,0.0974321552572658,0.279717284774159,0.604261634990631,0.132505017981839,0.928057553956835,0.839208939039515,0.797144099475474,0.808692895663706,0.976734294706232,1,1,0.225461784320066,0.236608725219155,0.14950271143017,0.0341091904185807,0.0876417570894351,0.101356831683359,0.139113500026794,0.278479023250973,0.908361126660575,0.721520976749026,0.0916388733394253,0.317424450038415
"Republic of Moldova",0,Inf,NA,NA,113,23.8819,2936.5967,66.8447,556.5872,13.2951,7.289,0.00584380415601502,0.0389791965555983,0.00536183729100281,0.00724893637510888,0.011564910138565,0.00876125038548036,0,1,NA,NA,0.81294964028777,0.775573458142662,0.763296441540274,0.627284820962377,0.37612315823134,0.427373698279974,0.428752095526602,0.344307717959073,0.354827244855588,0.267313411199301,0.407720413124158,0.30944338371865,0.243860943812235,0.321245519111501,0.5,0.345240188012757,0.5,0.654759811987243,0.492001777032915
"Montenegro",0.0134961439588689,1.30803652259383,0.48787949420197,0.0073436667881268,144,23.0145,3482.9716,99.882,727.1363,13.7823,11.7252,0.00347423447265548,0.0193296189503614,0.00334328966521106,0.00409645619397629,0.00714844096475966,0.00937425538553072,0.000939796147347249,0.309425132411392,0.697311372972634,0.0026764895949115,1,0.747404325134277,0.905313224749532,0.937313840698876,0.491374579977137,0.443034841543433,0.689697361842299,0.204696411960264,0.175957332175438,0.166679090865846,0.230407431563081,0.19127150439949,0.260923346014738,0.204989186163143,0.252588197781571,0.609300629007187,0.747411802218429,0.390699370992813,0.447700119791462
"Morocco",4.76948937411022,1.88942773249138,0.573204690882931,0.00240647560708816,140,19.118,3571.921,95.6875,615.1927,33.7061,11.7553,0.00623490777091655,0.0356006772044415,0.0086146613662517,0.008359076920126,0.0111273867957432,0.00447870296474525,0.332120622917399,0.446957264731852,0.819264090301086,0.000877069604137463,1,0.620864059089579,0.9284334443211,0.89795176440073,0.415726810183319,1,0.691467898003,0.367350925694514,0.324072616258964,0.42948235672942,0.470160878623962,0.297736530657406,0.124660371976979,0.335577279990207,0.399804761888619,0.698912372921558,0.600195238111381,0.301087627078442,0.41228671506001
"Mozambique",0.284732880216327,3.11578601835478,0.1171875,0.00486189188367924,106,12.8245,2460.1753,49.7352,391.388,20.1932,8.9415,0.00276128209237773,0.0280809788640641,0.00247861281141565,0.00456110637014931,0.00427434323100151,0.0100561013608541,0.0198272087691051,0.737060842447413,0.167492541685718,0.0017719762366249,0.762589928057554,0.41648033925067,0.63946235860555,0.466725649565755,0.264487021357745,0.649114528217703,0.525955118967089,0.162690382922782,0.255620875842625,0.123570785479372,0.256541936266143,0.114369002156391,0.279901870284801,0.198782475492019,0.231538142284715,0.217121444635931,0.768461857715285,0.782878555364069,0.583374296190458
"Myanmar",Inf,NA,0.510812921805431,20.8927359131025,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.730089425912317,1,0.76978417266187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.910029808637439,0.655211983375544,0.0899701913625609,0.344788016624456,NA
"Namibia",14.3726270844152,0.938181487284146,0.315177961432507,0.0190065889508363,90,12.6341,2584.2181,63.1942,299.6955,24.9273,9.5002,0.00608072902205893,0.0452601821053198,0.0119101036084881,0.00905203114494546,0.00904982000378939,0.00700787088854389,1,0.221933352711862,0.450474306932513,0.00692718488315962,0.647482014388489,0.41029702944574,0.671704248626979,0.593027755870857,0.202524272868152,0.801293137256162,0.558818858268874,0.358266957142572,0.41200299485871,0.593776023130052,0.509136470103791,0.242146881425297,0.195057318739202,0.385064440899937,0.419833711131884,0.259341305235483,0.580166288868116,0.740658694764517,0.568629808177524
"Netherlands",0.949783579020492,1.15456730198749,0.0908424746075717,0.467868898209786,124,22.4382,3722.887,124.911,1190.207,15.2804,16.137,0.00876458968537052,0.0408322557661055,0.0103275235981496,0.00607551081450538,0.012034764206482,0.0159671965393576,0.0661376279845157,0.273120921415033,0.129838395435029,0.170520568807101,0.892086330935252,0.728688771349712,0.967673361260858,1,0.804302391052199,0.491191571270417,0.949207376253639,0.516395791654213,0.371695624717669,0.514876788017252,0.341720447117763,0.322015313019282,0.444431496282333,0.418522576801419,0.15990437841042,0.772303173100361,0.84009562158958,0.227696826899639,0.495438341763546
"New Caledonia",0.779669260700389,1.86920999422615,0.0238628672781163,0.0566890319046967,NA,22.6772,2715.1718,71.2073,801.365,13.5865,8.4726,0.0169584149334491,0.0956064195665332,0.013556298837599,0.014300503515876,0.0405711823997356,0.0459550656902072,0.0542918162139042,0.442174618198885,0.0341064728944696,0.0206610142339028,NA,0.736450383972497,0.705742457965201,0.668224383260218,0.541535872000035,0.436740810650606,0.498373577247728,0.999163043465264,0.870304301857863,0.675846783265212,0.804339685115371,1,1,0.891608968950618,0.13780848038529,0.338277490806532,0.86219151961471,0.661722509193468,0.805174332586265
