"","country","species","area","year","value","value.kg","relative.value","production","native","fishmeal","intensity","hatchery","habitat","waste","ecol.score","msi"
"4968","Turkey","Gilthead seabream","Mediterranean and Black Sea",2004,59.93,14.9825,0.000435874167717078,4,8,3,3,7,5,6,5.3,5.1
"4971","Turkey","Mediterranean mussel","Mediterranean and Black Sea",2004,180,3.6,0.00130914984463664,50,10,10,7,6,7,8,8,6.6
"4972","Turkey","Natantian decapods nei","Mediterranean and Black Sea",2004,401.78,2.34959064327485,0.00292216791432283,171,5,5,5,6,5,5,5.2,5.1
"4980","Turkey","Trouts nei","Mediterranean and Black Sea",2004,201,3,0.00146188399317758,67,5,3,3,5,5,5,4.3,4.8
"4986","Ukraine","Mullets nei","Mediterranean and Black Sea",2004,5190,0.5,1,10380,5,10,5,5,5,5,5.8,5.6
"5012","United Kingdom","European flat oyster","Atlantic, Northeast",2004,1250,10,0.437984849228095,125,10,10,7,5,7,10,8.2,7.3
"5061","Viet Nam","Gracilaria seaweeds","Pacific, Western Central",2004,5468.83,15.67,0.267557509039948,349,10,10,10,5,7,10,8.7,7.9
"5074","Argentina","Blue mussel","Atlantic, Southwest",2005,35,1,0.113268608414239,35,10,10,7,5,7,10,8.2,7.1
"5076","Argentina","Pacific cupped oyster","Atlantic, Southwest",2005,228,1.9,0.737864077669903,120,3,10,5,7,7,10,7,6.4
"5077","Argentina","River Plata mussel","Atlantic, Southwest",2005,46,1,0.148867313915858,46,7,10,7,5,7,10,7.7,7
"5080","Australia","Atlantic salmon","Pacific, Southwest",2005,110484.57,6.58430095351609,0.514102282765406,16780,1,1,1,3,5,3,2.3,3.7
"5084","Australia","Cupped oysters nei","Indian Ocean, Eastern",2005,15272.98,3.28451182795699,0.0710676059347508,4650,5,10,7,7,9,10,8,7.1
"5092","Australia","Pacific cupped oyster","Indian Ocean, Eastern",2005,15366.13,5.61422360248447,0.0715010477053039,2737,1,10,10,10,7,10,8,7.2
"5095","Australia","Southern bluefin tuna","Indian Ocean, Eastern",2005,31986.46,14.3372747646795,0.148838087559053,2231,10,1,1,1,3,1,2.8,4.1
"5118","Brazil","Cupped oysters nei","Atlantic, Southwest",2005,3165,0.0292170926915727,0.0233005831918795,108327,7,10,7,7,7,10,8,7.1
"5129","Brazil","Whiteleg shrimp","Atlantic, Southwest",2005,126268.01,350.744472222222,0.929579232694495,360,1,3,3,5,1,1,2.3,4
"5143","Canada","Blue mussel","Atlantic, Northwest",2005,27257.51,283.932395833333,0.0459464221172232,96,10,10,9,8,8,10,9.2,8.2
"5209","China","Red drum","Pacific, Northwest",2005,36,0.0236998025016458,0.000132633045589625,1519,1,1,2,5,4,5,3,4.4
"5299","France","Atlantic salmon","Atlantic, Northeast",2005,143800,415.606936416185,0.152933176975644,346,10,3,2,5,5,3,4.7,4.8
"5301","France","Blue mussel","Mediterranean and Black Sea",2005,1234.09,0.0253719161184211,0.0013124708231841,48640,10,10,9,8,7,10,9,8.1
"5308","France","European flat oyster","Mediterranean and Black Sea",2005,0,0,0,12,10,10,7,5,7,10,8.2,7.3
"5310","France","European seabass","Mediterranean and Black Sea",2005,600.73,1.30028138528139,0.000638884196137544,462,10,3,5,7,5,5,5.8,5.7
"5327","France","Pacific cupped oyster","Mediterranean and Black Sea",2005,0,0,0,191,1,10,10,5,5,1,5.3,6.2
"5354","Greece","European eel","Mediterranean and Black Sea",2005,401.76,0.726509945750452,0.00168048499158252,553,10,3,3,3,6,7,5.3,5.9
"5355","Greece","European flat oyster","Mediterranean and Black Sea",2005,20304.89,270.731866666667,0.0849314588329698,75,10,10,7,5,7,10,8.2,7.3
"5356","Greece","European seabass","Mediterranean and Black Sea",2005,152000,62.2950819672131,0.635786834728551,2440,10,3,5,5,5,1,4.8,5
"5373","Iceland","Atlantic salmon","Atlantic, Northeast",2005,4890,24.45,0.0266349618025235,200,1,5,5,8,6,5,5,6.1
"5379","Iceland","Spotted wolffish","Atlantic, Northeast",2005,1355.11,2.45047016274864,0.00738104357632262,553,10,3,6,8,7,5,6.5,6.9
"5398","Ireland","Atlantic salmon","Atlantic, Northeast",2005,6601.53,3.2234033203125,0.0073284165874234,2048,10,3,3,5,5,5,5.2,5.4
"5407","Ireland","Pacific cupped oyster","Atlantic, Northeast",2005,1,0.05,1.11010880620453e-06,20,1,10,7,5,7,10,6.7,6.8
"5425","Italy","Gilthead seabream","Mediterranean and Black Sea",2005,709.6,37.3473684210526,0.00206704833653877,19,10,1,3,5,3,1,3.8,4.7
"5532","Malaysia","Blood cockle","Pacific, Western Central",2005,86,6.14285714285714,0.000942214737093055,14,10,10,7,3,5,7,7,7
"5565","Mexico","Abalones nei","Pacific, Eastern Central",2005,566.82,11.3364,0.00133804038765921,50,5,10,1,7,5,3,5.2,4.6
"5587","Mexico","Yellowfin tuna","Pacific, Eastern Central",2005,40,0.00187819880734376,9.44243595962886e-05,21297,10,1,1,1,3,1,2.8,4.1
"5618","Namibia","Pacific cupped oyster","Atlantic, Southeast",2005,42185.58,958.763181818182,0.996081135165065,44,1,10,7,4,7,9,6.3,5.5
"5634","Nigeria","Snappers nei","Atlantic, Eastern Central",2005,465810.84,2061.10991150442,1,226,5,7,3,3,4,3,4.2,4.9
"5636","Norway","Atlantic cod","Atlantic, Northeast",2005,0,0,0,2000,10,1,3,3,3,1,3.5,4.6
"5639","Norway","Blue mussel","Atlantic, Northeast",2005,4,2.50405343650033e-05,3.36858507081162e-06,159741,10,10,9,8,7,10,9,8.1
"5667","Peru","False abalone","Pacific, Southeast",2005,47.46,0.968571428571429,0.00903597253795451,49,10,10,7,7,7,5,7.7,7.2
"5672","Peru","Pacific cupped oyster","Pacific, Southeast",2005,220.62,1.6587969924812,0.042004135299695,133,1,10,10,5,7,10,7.2,6.5
"5675","Philippines","Banana prawn","Pacific, Western Central",2005,0,0,0,2877.8,10,4,5,1,3,1,4,4.3
"5700","Portugal","Common edible cockle","Atlantic, Northeast",2005,1396.1,55.844,0.00244301284502241,25,10,10,7,6,9,6,8,6.9
"5701","Portugal","Common sole","Atlantic, Northeast",2005,106081.86,493.404,0.185630933746773,215,10,5,3,6,4,5,5.5,5.8
"5704","Portugal","Flat and cupped oysters nei","Atlantic, Northeast",2005,10159.05,298.795588235294,0.0177771575411682,34,10,10,7,6,7,9,8.2,7
"5705","Portugal","Gilthead seabream","Atlantic, Northeast",2005,366414.78,239.486784313726,0.641183306458034,1530,10,3,3,6,4,3,4.8,5.3
"5716","Portugal","Sargo breams nei","Atlantic, Northeast",2005,1370.12,0.107637677743735,0.0023975508625615,12729,6,3,3,6,4,3,4.2,4.8
"5717","Portugal","Sea mussels nei","Atlantic, Northeast",2005,0,0,0,1500,5,10,7,6,7,8,7.2,6.5
"5766","Saudi Arabia","Flathead grey mullet","Indian Ocean, Western",2005,288863.34,1689.25929824561,0.787803816481633,171,10,3,5,5,5,5,5.5,5.7
"5824","South Africa","European flat oyster","Atlantic, Southeast",2005,12979.82,129.7982,0.242584166472609,100,1,10,7,7,7,8,6.7,6.1
"5830","South Africa","Mediterranean mussel","Atlantic, Southeast",2005,1712.45,4.41353092783505,0.0320045467407113,388,1,10,7,7,7,9,6.8,6.2
"5831","South Africa","Mullets nei","Atlantic, Southeast",2005,2571.69,20.4102380952381,0.0480631684473239,126,5,5,4,6,5,6,5.2,5.4
"5832","South Africa","Pacific cupped oyster","Atlantic, Southeast",2005,167.94,0.118517995765702,0.00313868643150752,1417,1,10,7,7,7,9,6.8,6.1
"5833","South Africa","Perlemoen abalone","Atlantic, Southeast",2005,11399.8,1899.96666666667,0.213054647980823,6,10,5,7,6,7,8,7.2,6.7
"5834","South Africa","Red bait","Atlantic, Southeast",2005,24.03,0.000799454388182847,0.000449104650167475,30058,1,5,4,7,5,6,4.7,5
"5853","Spain","Cupped oysters nei","Atlantic, Northeast",2005,152.01,10.8578571428571,3.93327964363063e-05,14,5,10,10,7,8,10,8.3,7.2
"5855","Spain","European eel","Atlantic, Northeast",2005,47914.09,7985.68166666667,0.0123978366449632,6,10,3,3,3,6,7,5.3,5.9
"5856","Spain","European flat oyster","Atlantic, Northeast",2005,0,0,0,7500,10,10,7,5,7,10,8.2,7.3
"5864","Spain","Gilthead seabream","Atlantic, Northeast",2005,195092.64,0.775081404495721,0.0504804887529873,251706,10,1,1,3,3,1,3.2,4.2
"5886","Spain","Pacific cupped oyster","Mediterranean and Black Sea",2005,0,0,0,200,1,10,7,5,7,10,6.7,6.4
"5957","Thailand","Cupped oysters nei","Pacific, Western Central",2005,4502.18,4.97478453038674,0.3838535583047,905,5,10,7,5,6,10,7.2,6.7
"5977","Turkey","Atlantic salmon","Mediterranean and Black Sea",2005,1265,5,0.0157540426554715,253,1,3,3,8,5,5,4.2,4.7
"5982","Turkey","Gilthead seabream","Mediterranean and Black Sea",2005,179.24,16.2945454545455,0.00223221707949938,11,8,3,3,7,5,6,5.3,5.1
"5985","Turkey","Mediterranean mussel","Mediterranean and Black Sea",2005,18,3.6,0.000224168195888133,5,10,10,7,6,7,8,8,6.6
"5986","Turkey","Natantian decapods nei","Mediterranean and Black Sea",2005,357.57,2.4491095890411,0.00445310121131775,146,5,5,5,6,5,5,5.2,5.1
"5994","Turkey","Trouts nei","Mediterranean and Black Sea",2005,422.74,2.45779069767442,0.0052647146183194,172,5,3,3,5,5,5,4.3,4.8
"6000","Ukraine","Mullets nei","Mediterranean and Black Sea",2005,6387.5,0.5,1,12775,5,10,5,5,5,5,5.8,5.6
"6025","United Kingdom","Cupped oysters nei","Atlantic, Northeast",2005,20.46,20.46,0.00906288204964652,1,5,10,7,6,8,10,7.7,6.9
"6026","United Kingdom","European flat oyster","Atlantic, Northeast",2005,190,10,0.0841616612626021,19,10,10,7,5,7,10,8.2,7.3
"6027","United Kingdom","European seabass","Atlantic, Northeast",2005,24,2,0.0106309466858024,12,10,3,5,7,5,5,5.8,6
"6075","Viet Nam","Gracilaria seaweeds","Pacific, Western Central",2005,6400,16,0.275048541769989,400,10,10,10,5,7,10,8.7,7.9
"6088","Argentina","Blue mussel","Atlantic, Southwest",2006,8.4,0.7,0.0338164251207729,12,10,10,7,5,7,10,8.2,7.1
"6090","Argentina","Pacific cupped oyster","Atlantic, Southwest",2006,220,2,0.885668276972625,110,3,10,5,7,7,10,7,6.4
"6091","Argentina","River Plata mussel","Atlantic, Southwest",2006,20,1,0.0805152979066023,20,7,10,7,5,7,10,7.7,7
"6094","Australia","Atlantic salmon","Pacific, Southwest",2006,172712.81,8.33958522452921,0.580559183921391,20710,1,1,1,3,5,3,2.3,3.7
"6098","Australia","Cupped oysters nei","Indian Ocean, Eastern",2006,17970.97,3.32980730035205,0.0604078624942516,5397,5,10,7,7,9,10,8,7.1
"6106","Australia","Pacific cupped oyster","Indian Ocean, Eastern",2006,14093.79,5.45425309597523,0.047375057013776,2584,1,10,10,10,7,10,8,7.2
"6109","Australia","Southern bluefin tuna","Indian Ocean, Eastern",2006,48122.94,13.3267626696206,0.161761103732248,3611,10,1,1,1,3,1,2.8,4.1
"6132","Brazil","Cupped oysters nei","Atlantic, Southwest",2006,5119.5,0.0253542261996147,0.0367595687968667,201919,7,10,7,7,7,10,8,7.1
"6143","Brazil","Whiteleg shrimp","Atlantic, Southwest",2006,128700.01,858.000066666667,0.924105258668315,150,1,3,3,5,1,1,2.3,4
"6157","Canada","Blue mussel","Atlantic, Northwest",2006,30580.51,318.546979166667,0.0369977125559661,96,10,10,9,8,8,10,9.2,8.2
"6158","Canada","Blue mussel","Pacific, Northeast",2006,10829.51,0.00657809026301403,0.0131020410745917,1646300,10,10,9,8,8,10,9.2,8.2
"6223","China","Red drum","Pacific, Northwest",2006,36,0.022181146025878,0.000111268318821936,1623,1,1,2,5,4,5,3,4.4
"6313","France","Atlantic salmon","Atlantic, Northeast",2006,146200,302.066115702479,0.153218461198069,484,10,3,2,5,5,3,4.7,4.8
"6315","France","Blue mussel","Mediterranean and Black Sea",2006,1164.48,0.0237039449578635,0.00122038189942495,49126,10,10,9,8,7,10,9,8.1
"6322","France","European flat oyster","Mediterranean and Black Sea",2006,0,0,0,10,10,10,7,5,7,10,8.2,7.3
"6324","France","European seabass","Mediterranean and Black Sea",2006,330.96,0.360522875816993,0.000346848029535657,918,10,3,5,7,5,5,5.8,5.7
"6341","France","Pacific cupped oyster","Mediterranean and Black Sea",2006,0,0,0,270,1,10,10,5,5,1,5.3,6.2
"6368","Greece","European eel","Mediterranean and Black Sea",2006,458.94,0.923420523138833,0.00171829694585392,497,10,3,3,3,6,7,5.3,5.9
"6369","Greece","European flat oyster","Mediterranean and Black Sea",2006,19107.28,224.791529411765,0.0715387215487332,85,10,10,7,5,7,10,8.2,7.3
"6370","Greece","European seabass","Mediterranean and Black Sea",2006,172800.02,75.8560228270413,0.64697290846188,2278,10,3,5,5,5,1,4.8,5
"6371","Greece","Flathead grey mullet","Mediterranean and Black Sea",2006,9664.76,0.447442592592593,0.0361854002492942,21600,10,3,5,5,5,3,5.2,5.7
"6393","Iceland","Spotted wolffish","Atlantic, Northeast",2006,490,0.983935742971888,0.0029413530223903,498,10,3,6,8,7,5,6.5,6.9
"6401","Indonesia","Groupers nei","Pacific, Western Central",2006,0,0,0,2681,9,1,5,5,3,4,4.5,5
"6412","Ireland","Atlantic salmon","Atlantic, Northeast",2006,10320.28,6.1102901124926,0.00939785043663077,1689,10,3,3,5,5,5,5.2,5.4
"6421","Ireland","Pacific cupped oyster","Atlantic, Northeast",2006,0.25,0.0113636363636364,2.2765492885442e-07,22,1,10,7,5,7,10,6.7,6.8
"6435","Italy","Cupped oysters nei","Mediterranean and Black Sea",2006,16.95,6.10221479796089e-05,4.59121165163381e-05,277768,5,10,10,10,9,10,9,7.6
"6439","Italy","Gilthead seabream","Mediterranean and Black Sea",2006,1896.26,82.4460869565217,0.00513636047582722,23,10,1,3,5,3,1,3.8,4.7
"6546","Malaysia","Blood cockle","Pacific, Western Central",2006,73.05,2.435,0.000754983589312905,30,10,10,7,3,5,7,7,7
"6579","Mexico","Abalones nei","Pacific, Eastern Central",2006,652.94,13.0588,0.00154005936306868,50,5,10,1,7,5,3,5.2,4.6
"6601","Mexico","Yellowfin tuna","Pacific, Eastern Central",2006,56,0.0020351055711015,0.000132084608588608,27517,10,1,1,1,3,1,2.8,4.1
"6615","Morocco","Yesso scallop","Atlantic, Eastern Central",2006,241682.84,60420.71,0.999875761683687,4,1,10,7,7,6,9,6.7,6.5
"6632","Namibia","Pacific cupped oyster","Atlantic, Southeast",2006,49326,1298.05263157895,0.996184986741365,38,1,10,7,4,7,9,6.3,5.5
"6635","Netherlands","Blue mussel","Atlantic, Northeast",2006,0,0,0,888840,10,10,9,8,7,10,9,8.1
"6648","Nigeria","Snappers nei","Atlantic, Eastern Central",2006,466265.9,10136.2152173913,1,46,5,7,3,3,4,3,4.2,4.9
"6650","Norway","Atlantic cod","Atlantic, Northeast",2006,0,0,0,2400,10,1,3,3,3,1,3.5,4.6
"6653","Norway","Blue mussel","Atlantic, Northeast",2006,4,2.58057856571443e-05,3.17571656570865e-06,155004,10,10,9,8,7,10,9,8.1
"6655","Norway","European flat oyster","Atlantic, Northeast",2006,187629.83,46907.4575,0.148964789838025,4,10,10,7,5,7,10,8.2,7.3
"6686","Peru","Pacific cupped oyster","Pacific, Southeast",2006,0,0,0,192,1,10,10,5,7,10,7.2,6.5
"6689","Philippines","Banana prawn","Pacific, Western Central",2006,0,0,0,2410.04,10,4,5,1,3,1,4,4.3
"6693","Philippines","Giant tiger prawn","Pacific, Western Central",2006,0,0,0,1046950,10,1,1,1,1,1,2.5,3.5
"6714","Portugal","Common edible cockle","Atlantic, Northeast",2006,1939.86,64.662,0.00396118760646077,30,10,10,7,6,9,6,8,6.9
"6715","Portugal","Common sole","Atlantic, Northeast",2006,74415.3,254.846917808219,0.151955792733012,292,10,5,3,6,4,5,5.5,5.8
"6718","Portugal","Flat and cupped oysters nei","Atlantic, Northeast",2006,10441.98,497.237142857143,0.0213224880985799,21,10,10,7,6,7,9,8.2,7
"6719","Portugal","Gilthead seabream","Atlantic, Northeast",2006,302719.75,191.110953282828,0.618152713046768,1584,10,3,3,6,4,3,4.8,5.3
"6726","Portugal","Octopuses nei","Atlantic, Northeast",2006,1035,0.023784355179704,0.00211346652474245,43516,5,5,5,6,8,5,5.7,5.7
"6730","Portugal","Sargo breams nei","Atlantic, Northeast",2006,1117.12,0.0927378382865681,0.00228115528900511,12046,6,3,3,6,4,3,4.2,4.8
"6731","Portugal","Sea mussels nei","Atlantic, Northeast",2006,0,0,0,1183,5,10,7,6,7,8,7.2,6.5
"6734","Portugal","Turbot","Atlantic, Northeast",2006,174.96,4.16571428571429,0.000357267732530377,42,10,3,3,6,4,5,5.2,5.3
"6780","Saudi Arabia","Flathead grey mullet","Indian Ocean, Western",2006,359241.88,1575.62228070175,0.819836301519718,228,10,3,5,5,5,5,5.5,5.7
"6839","South Africa","Giant tiger prawn","Atlantic, Southeast",2006,188.35,0.00665571221597936,0.0026552908096769,28299,1,3,3,7,5,5,4,4.7
"6844","South Africa","Mediterranean mussel","Atlantic, Southeast",2006,538.39,1.11237603305785,0.00759002930194822,484,1,10,7,7,7,9,6.8,6.2
"6845","South Africa","Mullets nei","Atlantic, Southeast",2006,2662.2,64.9317073170732,0.0375307416698797,41,5,5,4,6,5,6,5.2,5.4
"6846","South Africa","Pacific cupped oyster","Atlantic, Southeast",2006,129.11,0.0872954699121028,0.00182014651678994,1479,1,10,7,7,7,9,6.8,6.1
"6847","South Africa","Perlemoen abalone","Atlantic, Southeast",2006,14173.82,2834.764,0.199817435540296,5,10,5,7,6,7,8,7.2,6.7
"6848","South Africa","Red bait","Atlantic, Southeast",2006,30.72,0.00145420118343195,0.000433079552287096,21125,1,5,4,7,5,6,4.7,5
"6849","South Africa","Sea mussels nei","Atlantic, Southeast",2006,0,0,0,3200,5,10,7,7,7,8,7.3,6.5
"6867","Spain","Cupped oysters nei","Atlantic, Northeast",2006,161.24,31.0076923076923,3.72729217343888e-05,5.2,5,10,10,7,8,10,8.3,7.2
"6869","Spain","European eel","Atlantic, Northeast",2006,61681.91,1186.19057692308,0.0142586517232548,52,10,3,3,3,6,7,5.3,5.9
"6870","Spain","European flat oyster","Atlantic, Northeast",2006,0,0,0,7721,10,10,7,5,7,10,8.2,7.3
"6878","Spain","Gilthead seabream","Atlantic, Northeast",2006,246424.8,0.869849203659776,0.0569646011151848,283296,10,1,1,3,3,1,3.2,4.2
"6888","Spain","Kuruma prawn","Atlantic, Northeast",2006,0,0,0,1376,1,3,5,5,5,7,4.3,4.8
"6900","Spain","Pacific cupped oyster","Mediterranean and Black Sea",2006,0,0,0,229,1,10,7,5,7,10,6.7,6.4
"6971","Thailand","Cupped oysters nei","Pacific, Western Central",2006,5942.74,10.9442725598527,0.441853859903224,543,5,10,7,5,6,10,7.2,6.7
"6991","Turkey","Atlantic salmon","Mediterranean and Black Sea",2006,1315,5,0.00511118458951805,263,1,3,3,8,5,5,4.2,4.7
"6996","Turkey","Gilthead seabream","Mediterranean and Black Sea",2006,129.73,14.4144444444444,0.000504238765625989,9,8,3,3,7,5,6,5.3,5.1
"6999","Turkey","Mediterranean mussel","Mediterranean and Black Sea",2006,180,3.6,0.000699629829743915,50,10,10,7,6,7,8,8,6.6
"7000","Turkey","Natantian decapods nei","Mediterranean and Black Sea",2006,298.46,2.35007874015748,0.00116006399436316,127,5,5,5,6,5,5,5.2,5.1
"7008","Turkey","Trouts nei","Mediterranean and Black Sea",2006,657.42,2.37335740072202,0.00255528134816802,277,5,3,3,5,5,5,4.3,4.8
"7014","Ukraine","Mullets nei","Mediterranean and Black Sea",2006,5437.35,0.45,1,12083,5,10,5,5,5,5,5.8,5.6
"7039","United Kingdom","Cupped oysters nei","Atlantic, Northeast",2006,289.45,24.1208333333333,0.0194907162375275,12,5,10,7,6,8,10,7.7,6.9
"7040","United Kingdom","European flat oyster","Atlantic, Northeast",2006,570,10,0.0383821325112823,57,10,10,7,5,7,10,8.2,7.3
"7041","United Kingdom","European seabass","Atlantic, Northeast",2006,4,2,0.000269348298324788,2,10,3,5,7,5,5,5.8,6
"7048","United Kingdom","Pacific cupped oyster","Atlantic, Northeast",2006,11684.64,13.9102857142857,0.786809475134438,840,1,10,7,5,7,10,6.7,6.7
"7089","Viet Nam","Gracilaria seaweeds","Pacific, Western Central",2006,11287.5,21.5,0.275704717133677,525,10,10,10,5,7,10,8.7,7.9
"7102","Argentina","Blue mussel","Atlantic, Southwest",2007,9.1,0.7,0.0336912254720474,13,10,10,7,5,7,10,8.2,7.1
"7104","Argentina","Pacific cupped oyster","Atlantic, Southwest",2007,240,2,0.888559792669382,120,3,10,5,7,7,10,7,6.4
"7105","Argentina","River Plata mussel","Atlantic, Southwest",2007,21,1,0.0777489818585709,21,7,10,7,5,7,10,7.7,7
"7108","Australia","Atlantic salmon","Pacific, Southwest",2007,241989.34,9.55120539943164,0.611924846856533,25336,1,1,1,3,5,3,2.3,3.7
"7112","Australia","Cupped oysters nei","Indian Ocean, Eastern",2007,31721.07,4.10894689119171,0.08021390901713,7720,5,10,7,7,9,10,8,7.1
"7123","Australia","Southern bluefin tuna","Indian Ocean, Eastern",2007,32985.8,15.421131369799,0.0834120652316346,2139,10,1,1,1,3,1,2.8,4.1
"7146","Brazil","Cupped oysters nei","Atlantic, Southwest",2007,3601,0.0144011773692356,0.0186036131099419,250049,7,10,7,7,7,10,8,7.1
"7157","Brazil","Whiteleg shrimp","Atlantic, Southwest",2007,180271.95,261.263695652174,0.931327301409271,690,1,3,3,5,1,1,2.3,4
"7171","Canada","Blue mussel","Atlantic, Northwest",2007,29427.36,313.057021276596,0.0404247809901259,94,10,10,9,8,8,10,9.2,8.2
"7172","Canada","Blue mussel","Pacific, Northeast",2007,7402.24,0.00527875516127422,0.0101685618701898,1402270,10,10,9,8,8,10,9.2,8.2
"7192","Chile","Atlantic salmon","Pacific, Southeast",2007,0,0,0,101529,1,1,1,1,1,2,1.2,2.5
"7237","China","Red drum","Pacific, Northwest",2007,0,0,0,1930,1,1,2,5,4,5,3,4.4
"7327","France","Atlantic salmon","Atlantic, Northeast",2007,170500.02,684.739036144578,0.173113182532782,249,10,3,2,5,5,3,4.7,4.8
"7329","France","Blue mussel","Mediterranean and Black Sea",2007,1112.22,0.0230258990124837,0.00112926640053539,48303,10,10,9,8,7,10,9,8.1
"7336","France","European flat oyster","Mediterranean and Black Sea",2007,0,0,0,2,10,10,7,5,7,10,8.2,7.3
"7338","France","European seabass","Mediterranean and Black Sea",2007,421.14,0.771318681318681,0.000427594587331169,546,10,3,5,7,5,5,5.8,5.7
"7355","France","Pacific cupped oyster","Mediterranean and Black Sea",2007,0,0,0,305,1,10,10,5,5,1,5.3,6.2
"7382","Greece","European eel","Mediterranean and Black Sea",2007,530.44,1.52864553314121,0.00178088805357302,347,10,3,3,3,6,7,5.3,5.9
"7384","Greece","European seabass","Mediterranean and Black Sea",2007,162400,88.1172002170374,0.545238330254617,1843,10,3,5,5,5,1,4.8,5
"7385","Greece","Flathead grey mullet","Mediterranean and Black Sea",2007,62961.59,3.10155615763547,0.211385912572511,20300,10,3,5,5,5,3,5.2,5.7
"7407","Iceland","Spotted wolffish","Atlantic, Northeast",2007,1033.73,2.98765895953757,0.00637384261264594,346,10,3,6,8,7,5,6.5,6.9
"7415","Indonesia","Groupers nei","Pacific, Western Central",2007,0,0,0,2317,9,1,5,5,3,4,4.5,5
"7426","Ireland","Atlantic salmon","Atlantic, Northeast",2007,13432.23,12.1120198376916,0.0120367307920764,1109,10,3,3,5,5,5,5.2,5.4
"7449","Italy","Cupped oysters nei","Mediterranean and Black Sea",2007,0,0,0,279510,5,10,10,10,9,10,9,7.6
"7453","Italy","Gilthead seabream","Mediterranean and Black Sea",2007,2959.83,46.24734375,0.00849012667767081,64,10,1,3,5,3,1,3.8,4.7
"7473","Japan","Flathead grey mullet","Pacific, Northwest",2007,0,0,0,3,10,3,5,5,5,5,5.5,5.8
"7560","Malaysia","Blood cockle","Pacific, Western Central",2007,0,0,0,30,10,10,7,3,5,7,7,7
"7593","Mexico","Abalones nei","Pacific, Eastern Central",2007,411.19,8.2238,0.000879346436384357,50,5,10,1,7,5,3,5.2,4.6
"7615","Mexico","Yellowfin tuna","Pacific, Eastern Central",2007,0,0,0,35564,10,1,1,1,3,1,2.8,4.1
"7629","Morocco","Yesso scallop","Atlantic, Eastern Central",2007,240302.72,240302.72,0.999819926272956,1,1,10,7,7,6,9,6.7,6.5
"7646","Namibia","Pacific cupped oyster","Atlantic, Southeast",2007,54250.2,1261.63255813953,0.997820987712225,43,1,10,7,4,7,9,6.3,5.5
"7649","Netherlands","Blue mussel","Atlantic, Northeast",2007,0,0,0,994510,10,10,9,8,7,10,9,8.1
"7662","Nigeria","Snappers nei","Atlantic, Eastern Central",2007,408862.78,2604.22152866242,1,157,5,7,3,3,4,3,4.2,4.9
"7664","Norway","Atlantic cod","Atlantic, Northeast",2007,0,0,0,2800,10,1,3,3,3,1,3.5,4.6
"7700","Peru","Pacific cupped oyster","Pacific, Southeast",2007,0,0,0,136,1,10,10,5,7,10,7.2,6.5
"7703","Philippines","Banana prawn","Pacific, Western Central",2007,0,0,0,2199.71,10,4,5,1,3,1,4,4.3
"7707","Philippines","Giant tiger prawn","Pacific, Western Central",2007,0,0,0,1165311,10,1,1,1,1,1,2.5,3.5
"7728","Portugal","Common edible cockle","Atlantic, Northeast",2007,1699.34,113.289333333333,0.00313039863849194,15,10,10,7,6,9,6,8,6.9
"7729","Portugal","Common sole","Atlantic, Northeast",2007,88862.65,310.708566433566,0.163696210630472,286,10,5,3,6,4,5,5.5,5.8
"7732","Portugal","Flat and cupped oysters nei","Atlantic, Northeast",2007,8920.54,2230.135,0.0164327599365712,4,10,10,7,6,7,9,8.2,7
"7733","Portugal","Gilthead seabream","Atlantic, Northeast",2007,347354.44,291.404731543624,0.639870694534425,1192,10,3,3,6,4,3,4.8,5.3
"7740","Portugal","Octopuses nei","Atlantic, Northeast",2007,355.3,0.00829094133569795,0.00065450741832487,42854,5,5,5,6,8,5,5.7,5.7
"7744","Portugal","Sargo breams nei","Atlantic, Northeast",2007,1401.25,0.103283703103118,0.00258127925676252,13567,6,3,3,6,4,3,4.2,4.8
"7745","Portugal","Sea mussels nei","Atlantic, Northeast",2007,0,0,0,1303,5,10,7,6,7,8,7.2,6.5
"7794","Saudi Arabia","Flathead grey mullet","Indian Ocean, Western",2007,359196.9,1247.21145833333,0.815178935249565,288,10,3,5,5,5,5,5.5,5.7
"7853","South Africa","Giant tiger prawn","Atlantic, Southeast",2007,320.73,0.014460976599486,0.00479436031472099,22179,1,3,3,7,5,5,4,4.7
"7858","South Africa","Mediterranean mussel","Atlantic, Southeast",2007,789.86,0.809282786885246,0.0118070446736679,976,1,10,7,7,7,9,6.8,6.2
"7859","South Africa","Mullets nei","Atlantic, Southeast",2007,2301.22,44.2542307692308,0.0343992699262377,52,5,5,4,6,5,6,5.2,5.4
"7860","South Africa","Pacific cupped oyster","Atlantic, Southeast",2007,146.01,0.0695616960457361,0.00218259766642475,2099,1,10,7,7,7,9,6.8,6.1
"7861","South Africa","Perlemoen abalone","Atlantic, Southeast",2007,14064.05,1758.00625,0.210233290257387,8,10,5,7,6,7,8,7.2,6.7
"7862","South Africa","Red bait","Atlantic, Southeast",2007,27.35,0.00130804916543115,0.000408835327557818,20909,1,5,4,7,5,6,4.7,5
"7863","South Africa","Sea mussels nei","Atlantic, Southeast",2007,0,0,0,4000,5,10,7,7,7,8,7.3,6.5
"7881","Spain","Cupped oysters nei","Atlantic, Northeast",2007,885.2,88.52,0.000191844789814961,10,5,10,10,7,8,10,8.3,7.2
